onset	duration	trial_type	word	stim_file	word_index	sentence_id	position_in_sentence	segment	is_lexical	log_freq	log_freq_prev	log_freq_next	word_length	sound_power	ngram_surprisal	rnn_surprisal	cfg_surprisal
188.178000	0.476038	word	four	DownTheRabbitHoleFinal_SoundFile4.wav	560	24	7	4	1	11.350000	14.950000	9.700000	0.476038	0.000000	6.995084	6.508631	4.798362
188.622000	0.413983	word	thousand	DownTheRabbitHoleFinal_SoundFile4.wav	561	24	8	4	1	9.700000	11.350000	10.480000	0.413983	0.000000	4.518619	6.773540	5.769444
189.006000	0.473848	word	miles	DownTheRabbitHoleFinal_SoundFile4.wav	562	24	9	4	1	10.480000	9.700000	12.590000	0.473848	0.000000	2.059177	3.783496	5.428076
189.448000	0.390037	word	down	DownTheRabbitHoleFinal_SoundFile4.wav	563	24	10	4	0	12.590000	10.480000	15.790000	0.390037	0.000000	2.908335	3.753552	3.071785
189.808000	0.114664	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	564	24	11	4	0	15.790000	12.590000	13.390000	0.114664	0.000000	3.438461	3.910230	2.604779
189.892000	0.449901	word	think	DownTheRabbitHoleFinal_SoundFile4.wav	565	24	12	4	1	13.390000	15.790000	15.420000	0.449901	0.000000	2.179779	2.275647	2.407085
190.718000	0.111530	word	for	DownTheRabbitHoleFinal_SoundFile4.wav	566	24	13	4	0	15.420000	13.390000	15.430000	0.111530	0.000000	4.276451	3.721304	3.017422
190.798000	0.166130	word	you	DownTheRabbitHoleFinal_SoundFile4.wav	567	24	14	4	0	15.430000	15.420000	13.270000	0.166130	0.000000	1.723908	1.866310	2.123383
190.934000	0.341705	word	see	DownTheRabbitHoleFinal_SoundFile4.wav	568	24	15	4	1	13.270000	15.430000	8.650000	0.341705	0.000000	3.214437	2.969958	2.508379
191.244000	0.425956	word	Alice	DownTheRabbitHoleFinal_SoundFile4.wav	569	24	16	4	1	8.650000	13.270000	13.530000	0.425956	0.000000	5.112946	4.928637	3.427080
191.640000	0.186500	word	had	DownTheRabbitHoleFinal_SoundFile4.wav	570	24	17	4	0	13.530000	8.650000	8.860000	0.186500	0.000000	3.813607	2.393854	1.417333
191.796000	0.246364	word	learnt	DownTheRabbitHoleFinal_SoundFile4.wav	571	24	18	4	1	8.860000	13.530000	12.050000	0.246364	0.000000	4.553666	4.644338	4.183641
192.010000	0.425957	word	several	DownTheRabbitHoleFinal_SoundFile4.wav	572	24	19	4	1	12.050000	8.860000	12.480000	0.425957	0.000000	5.861509	4.838072	4.948903
192.406000	0.390037	word	things	DownTheRabbitHoleFinal_SoundFile4.wav	573	24	20	4	1	12.480000	12.050000	16.210000	0.390037	0.000000	1.965342	3.699087	4.913767
192.764000	0.150582	word	of	DownTheRabbitHoleFinal_SoundFile4.wav	574	24	21	4	0	16.210000	12.480000	14.990000	0.150582	0.000000	2.141375	2.168889	2.262957
192.884000	0.258337	word	this	DownTheRabbitHoleFinal_SoundFile4.wav	575	24	22	4	0	14.990000	16.210000	11.280000	0.258337	0.000000	1.565346	1.509548	4.950291
193.112000	0.258337	word	sort	DownTheRabbitHoleFinal_SoundFile4.wav	576	24	23	4	1	11.280000	14.990000	15.900000	0.258337	0.000000	0.824340	0.857325	4.371031
193.340000	0.162555	word	in	DownTheRabbitHoleFinal_SoundFile4.wav	577	24	24	4	0	15.900000	11.280000	13.300000	0.162555	0.000000	1.877723	2.106569	2.117579
193.472000	0.186500	word	her	DownTheRabbitHoleFinal_SoundFile4.wav	578	24	25	4	0	13.300000	15.900000	12.240000	0.186500	0.000000	3.588513	3.609602	7.867374
193.626000	0.459306	word	lessons	DownTheRabbitHoleFinal_SoundFile4.wav	579	24	26	4	1	12.240000	13.300000	15.900000	0.459306	0.000000	2.040122	2.618822	4.500732
194.056000	0.129205	word	in	DownTheRabbitHoleFinal_SoundFile4.wav	580	24	27	4	0	15.900000	12.240000	16.960000	0.129205	0.000000	2.771963	2.628728	2.136427
194.154000	0.150582	word	the	DownTheRabbitHoleFinal_SoundFile4.wav	581	24	28	4	0	16.960000	15.900000	11.690000	0.150582	0.000000	1.565346	1.600264	3.820670
194.274000	0.416145	word	school	DownTheRabbitHoleFinal_SoundFile4.wav	582	24	29	4	1	11.690000	16.960000	11.350000	0.416145	0.000000	0.824340	0.815117	3.253713
194.658000	0.292093	word	room	DownTheRabbitHoleFinal_SoundFile4.wav	583	24	30	4	1	11.350000	11.690000	16.190000	0.292093	0.000000	0.000000	0.000000	0.000000
195.292000	0.239216	word	and	DownTheRabbitHoleFinal_SoundFile4.wav	584	24	31	4	0	16.190000	11.350000	12.200000	0.239216	0.000000	3.148749	2.806505	8.734880
195.500000	0.140158	word	though	DownTheRabbitHoleFinal_SoundFile4.wav	585	24	32	4	0	12.200000	16.190000	14.990000	0.140158	0.000000	3.817726	4.379254	2.405499
195.608000	0.251963	word	this	DownTheRabbitHoleFinal_SoundFile4.wav	586	24	33	4	0	14.990000	12.200000	14.560000	0.251963	0.000000	1.470930	1.506790	3.664991
195.830000	0.186500	word	was	DownTheRabbitHoleFinal_SoundFile4.wav	587	24	34	4	0	14.560000	14.990000	14.770000	0.186500	0.000000	6.938079	5.844675	1.895209
195.986000	0.234845	word	not	DownTheRabbitHoleFinal_SoundFile4.wav	588	24	35	4	0	14.770000	14.560000	16.180000	0.234845	0.000000	2.701884	2.850917	4.139333
196.190000	0.138156	word	a	DownTheRabbitHoleFinal_SoundFile4.wav	589	24	36	4	0	16.180000	14.770000	13.280000	0.138156	0.000000	4.126599	4.090237	3.837682
196.296000	0.521738	word	very	DownTheRabbitHoleFinal_SoundFile4.wav	590	24	37	4	1	13.280000	16.180000	13.350000	0.521738	0.000000	2.259240	2.179121	4.615533
196.788000	0.261292	word	good	DownTheRabbitHoleFinal_SoundFile4.wav	591	24	38	4	1	13.350000	13.280000	10.930000	0.261292	0.000000	3.237332	3.708983	4.390180
197.018000	0.794158	word	opportunity	DownTheRabbitHoleFinal_SoundFile4.wav	592	24	39	4	1	10.930000	13.350000	15.420000	0.794158	0.000000	0.705458	0.964824	4.095256
197.782000	0.210446	word	for	DownTheRabbitHoleFinal_SoundFile4.wav	593	24	40	4	0	15.420000	10.930000	10.120000	0.210446	0.000000	2.119440	1.981338	2.220136
197.962000	0.471707	word	showing	DownTheRabbitHoleFinal_SoundFile4.wav	594	24	41	4	1	10.120000	15.420000	12.650000	0.471707	0.000000	4.029100	4.538881	3.511671
198.402000	0.200613	word	off	DownTheRabbitHoleFinal_SoundFile4.wav	595	24	42	4	0	12.650000	10.120000	13.300000	0.200613	0.000000	3.975451	5.415587	6.709922
198.656000	0.114664	word	her	DownTheRabbitHoleFinal_SoundFile4.wav	596	24	43	4	0	13.300000	12.650000	11.340000	0.114664	0.000000	3.416470	5.830397	7.556977
198.740000	0.593575	word	knowledge	DownTheRabbitHoleFinal_SoundFile4.wav	597	24	44	4	1	11.340000	13.300000	14.790000	0.593575	0.000000	0.679514	0.549329	3.847781
199.302000	0.210446	word	as	DownTheRabbitHoleFinal_SoundFile4.wav	598	24	45	4	0	14.790000	11.340000	14.090000	0.210446	0.000000	2.822782	2.032595	2.147935
199.482000	0.186500	word	there	DownTheRabbitHoleFinal_SoundFile4.wav	599	24	46	4	0	14.090000	14.790000	14.560000	0.186500	0.000000	7.466133	8.027770	4.754325
199.638000	0.210446	word	was	DownTheRabbitHoleFinal_SoundFile4.wav	600	24	47	4	0	14.560000	14.090000	13.960000	0.210446	0.000000	0.503943	2.423989	1.897811
199.816000	0.198473	word	no	DownTheRabbitHoleFinal_SoundFile4.wav	601	24	48	4	0	13.960000	14.560000	14.170000	0.198473	0.000000	0.912175	2.122843	4.404791
199.984000	0.174528	word	one	DownTheRabbitHoleFinal_SoundFile4.wav	602	24	49	4	0	14.170000	13.960000	16.350000	0.174528	0.000000	1.504428	1.252649	4.132935
200.128000	0.220101	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	603	24	50	4	0	16.350000	14.170000	10.430000	0.220101	0.000000	5.333189	5.177057	3.126499
200.318000	0.344464	word	listen	DownTheRabbitHoleFinal_SoundFile4.wav	604	24	51	4	1	10.430000	16.350000	16.350000	0.344464	0.000000	0.661957	0.834380	2.410906
200.632000	0.234543	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	605	24	52	4	0	16.350000	10.430000	13.300000	0.234543	0.000000	5.197854	4.461605	4.481080
200.834000	0.306076	word	her	DownTheRabbitHoleFinal_SoundFile4.wav	606	24	53	4	0	13.300000	16.350000	12.800000	0.306076	0.000000	3.171368	2.961853	1.567252
201.552000	0.337093	word	still	DownTheRabbitHoleFinal_SoundFile4.wav	607	25	1	4	0	12.800000	13.300000	15.370000	0.337093	0.000000	3.049806	4.112138	3.267122
201.860000	0.143663	word	it	DownTheRabbitHoleFinal_SoundFile4.wav	608	25	2	4	0	15.370000	12.800000	14.560000	0.143663	0.000000	5.336412	4.008797	2.416373
201.972000	0.222419	word	was	DownTheRabbitHoleFinal_SoundFile4.wav	609	25	3	4	0	14.560000	15.370000	13.350000	0.222419	0.000000	1.450427	1.805644	1.601484
202.164000	0.210445	word	good	DownTheRabbitHoleFinal_SoundFile4.wav	610	25	4	4	1	13.350000	14.560000	10.700000	0.210445	0.000000	5.069927	5.330141	4.811084
202.344000	0.545684	word	practice	DownTheRabbitHoleFinal_SoundFile4.wav	611	25	5	4	1	10.700000	13.350000	16.350000	0.545684	0.000000	3.076733	2.368099	3.886184
202.858000	0.102898	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	612	25	6	4	0	16.350000	10.700000	12.790000	0.102898	0.000000	4.704415	4.654066	3.178732
202.930000	0.319553	word	say	DownTheRabbitHoleFinal_SoundFile4.wav	613	25	7	4	1	12.790000	16.350000	15.370000	0.319553	0.000000	0.661957	0.806693	2.303531
203.218000	0.142322	word	it	DownTheRabbitHoleFinal_SoundFile4.wav	614	25	8	4	0	15.370000	12.790000	13.020000	0.142322	0.000000	2.653520	2.331119	1.773531
203.330000	0.396739	word	over	DownTheRabbitHoleFinal_SoundFile4.wav	615	25	9	4	0	13.020000	15.370000	12.190000	0.396739	0.000000	4.066106	6.884506	5.635601
204.176000	0.315487	word	yes	DownTheRabbitHoleFinal_SoundFile4.wav	616	26	1	4	0	12.190000	13.020000	15.480000	0.315487	0.008301	6.013387	7.988105	6.550500
204.666000	0.276391	word	that	DownTheRabbitHoleFinal_SoundFile4.wav	617	26	2	4	0	15.480000	12.190000	15.680000	0.276391	0.005178	1.059177	3.151212	3.329848
204.912000	0.096609	word	s	DownTheRabbitHoleFinal_SoundFile4.wav	618	26	3	4	0	15.680000	15.480000	14.080000	0.096609	0.000257	1.228645	6.645492	2.797589
204.978000	0.318201	word	about	DownTheRabbitHoleFinal_SoundFile4.wav	619	26	4	4	0	14.080000	15.680000	16.960000	0.318201	0.004875	4.187722	3.323838	3.169491
205.264000	0.126636	word	the	DownTheRabbitHoleFinal_SoundFile4.wav	620	26	5	4	0	16.960000	14.080000	12.870000	0.126636	0.000681	1.689499	1.376157	4.385101
205.360000	0.330174	word	right	DownTheRabbitHoleFinal_SoundFile4.wav	621	26	6	4	0	12.870000	16.960000	10.300000	0.330174	0.000203	2.414520	2.738289	4.433667
205.660000	0.653439	word	distance	DownTheRabbitHoleFinal_SoundFile4.wav	622	26	7	4	1	10.300000	12.870000	14.570000	0.653439	0.012936	0.515633	0.763868	3.796181
206.726000	0.198473	word	but	DownTheRabbitHoleFinal_SoundFile4.wav	623	26	8	4	0	14.570000	10.300000	13.470000	0.198473	0.002509	3.281191	3.056497	8.724728
206.892000	0.193771	word	then	DownTheRabbitHoleFinal_SoundFile4.wav	624	26	9	4	0	13.470000	14.570000	15.790000	0.193771	0.004524	3.387104	3.317884	3.661519
207.056000	0.170459	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	625	26	10	4	0	15.790000	13.470000	10.860000	0.170459	0.008878	2.205315	3.595441	1.763265
207.196000	0.386836	word	wonder	DownTheRabbitHoleFinal_SoundFile4.wav	626	26	11	4	1	10.860000	15.790000	14.100000	0.386836	0.010988	2.179779	2.264190	2.446105
207.552000	0.201633	word	what	DownTheRabbitHoleFinal_SoundFile4.wav	627	26	12	4	0	14.100000	10.860000	7.960000	0.201633	0.000098	4.672392	6.733048	4.737616
207.722000	0.675551	word	Latitude	DownTheRabbitHoleFinal_SoundFile4.wav	628	26	13	4	1	7.960000	14.100000	14.780000	0.675551	0.003486	5.307112	5.417587	3.289112
208.366000	0.149255	word	or	DownTheRabbitHoleFinal_SoundFile4.wav	629	26	14	4	0	14.780000	7.960000	6.950000	0.149255	0.001102	5.229113	5.187999	8.830990
208.486000	0.668619	word	Longitude	DownTheRabbitHoleFinal_SoundFile4.wav	630	26	15	4	1	6.950000	14.780000	15.790000	0.668619	0.002101	3.644155	4.219297	2.257760
209.122000	0.162270	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	631	26	16	4	0	15.790000	6.950000	14.920000	0.162270	0.004848	2.171368	2.580785	1.721710
209.254000	0.099769	word	ve	DownTheRabbitHoleFinal_SoundFile4.wav	632	26	17	4	0	14.920000	15.790000	12.610000	0.099769	0.000009	4.165631	2.798094	2.422391
209.324000	0.366898	word	got	DownTheRabbitHoleFinal_SoundFile4.wav	633	26	18	4	1	12.610000	14.920000	16.350000	0.366898	0.000531	3.598379	4.590211	4.061073
209.660000	0.350107	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	634	26	19	4	0	16.350000	12.610000	8.650000	0.350107	0.002720	2.808800	3.783520	4.799543
210.712000	0.454825	word	Alice	DownTheRabbitHoleFinal_SoundFile4.wav	635	26	20	4	1	8.650000	16.350000	13.530000	0.454825	0.000004	3.226499	4.178592	2.312348
211.136000	0.205523	word	had	DownTheRabbitHoleFinal_SoundFile4.wav	636	27	1	4	0	13.530000	8.650000	14.770000	0.205523	0.000163	0.905229	1.814998	1.357460
211.550000	0.380371	word	no	DownTheRabbitHoleFinal_SoundFile4.wav	637	27	2	4	0	14.770000	13.530000	16.960000	0.380371	0.000159	2.610252	2.064105	5.625718
211.900000	0.363786	word	idea	DownTheRabbitHoleFinal_SoundFile4.wav	640	27	3	4	1	11.800000	8.060000	14.100000	0.363786	0.003129	1.504428	1.445078	4.733434
212.232000	0.186501	word	what	DownTheRabbitHoleFinal_SoundFile4.wav	641	27	4	4	0	14.100000	11.800000	7.240000	0.186501	0.001229	6.470684	7.036677	4.618609
212.388000	0.593575	word	Latitude	DownTheRabbitHoleFinal_SoundFile4.wav	642	27	5	4	1	7.240000	14.100000	14.560000	0.593575	0.002694	5.451483	4.831117	2.501056
212.952000	0.461874	word	was	DownTheRabbitHoleFinal_SoundFile4.wav	643	27	6	4	0	14.560000	7.240000	14.780000	0.461874	0.000418	2.059177	1.728210	1.333445
213.718000	0.174528	word	or	DownTheRabbitHoleFinal_SoundFile4.wav	644	27	7	4	0	14.780000	14.560000	6.950000	0.174528	0.000483	5.669136	6.234270	8.685659
213.862000	0.605547	word	Longitude	DownTheRabbitHoleFinal_SoundFile4.wav	645	27	8	4	1	6.950000	14.780000	12.170000	0.605547	0.001365	6.644155	7.214374	2.442447
214.436000	0.461875	word	either	DownTheRabbitHoleFinal_SoundFile4.wav	646	27	9	4	0	12.170000	6.950000	14.570000	0.461875	0.011087	1.602774	3.247948	4.096990
215.478000	0.186500	word	but	DownTheRabbitHoleFinal_SoundFile4.wav	647	27	10	4	0	14.570000	12.170000	13.100000	0.186500	0.001269	7.978042	4.168898	8.614567
215.632000	0.258337	word	thought	DownTheRabbitHoleFinal_SoundFile4.wav	649	27	11	4	1	12.070000	13.100000	14.300000	0.258337	0.000088	2.382872	3.803427	1.812058
215.860000	0.150582	word	they	DownTheRabbitHoleFinal_SoundFile4.wav	650	27	12	4	0	14.300000	12.070000	13.410000	0.150582	0.000247	3.162907	3.372376	1.955837
215.980000	0.150582	word	were	DownTheRabbitHoleFinal_SoundFile4.wav	651	27	13	4	0	13.410000	14.300000	11.640000	0.150582	0.000435	2.782802	2.238874	1.438500
216.100000	0.366092	word	nice	DownTheRabbitHoleFinal_SoundFile4.wav	652	27	14	4	1	11.640000	13.410000	10.010000	0.366092	0.013572	5.069927	5.229228	5.120444
216.436000	0.378065	word	grand	DownTheRabbitHoleFinal_SoundFile4.wav	653	27	15	4	1	10.010000	11.640000	11.510000	0.378065	0.000522	4.678072	3.250902	4.365788
216.818000	0.462509	word	words	DownTheRabbitHoleFinal_SoundFile4.wav	654	27	16	4	1	11.510000	10.010000	16.350000	0.462509	0.000001	2.200223	3.439373	5.035195
217.250000	0.139076	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	655	27	17	4	0	16.350000	11.510000	12.790000	0.139076	0.000000	4.311298	5.088890	3.234157
217.358000	0.425687	word	say	DownTheRabbitHoleFinal_SoundFile4.wav	656	27	18	4	1	12.790000	16.350000	8.850000	0.425687	0.003894	0.503943	0.837331	2.074804
218.710000	0.485820	word	Presently	DownTheRabbitHoleFinal_SoundFile4.wav	657	28	1	4	1	8.850000	12.790000	13.100000	0.485820	0.015392	3.875029	3.928599	2.937782
219.164000	0.270310	word	she	DownTheRabbitHoleFinal_SoundFile4.wav	658	28	2	4	0	13.100000	8.850000	10.610000	0.270310	0.000001	1.510457	3.028886	0.876987
219.404000	0.437929	word	began	DownTheRabbitHoleFinal_SoundFile4.wav	659	28	3	4	1	10.610000	13.100000	12.430000	0.437929	0.000231	1.450427	1.606447	1.297999
219.812000	0.521738	word	again	DownTheRabbitHoleFinal_SoundFile4.wav	660	28	4	4	1	12.430000	10.610000	15.790000	0.521738	0.009942	2.449772	2.193157	4.954997
221.140000	0.167479	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	661	28	5	4	0	15.790000	12.430000	10.860000	0.167479	0.004067	2.088240	1.833490	0.720338
221.278000	0.426944	word	wonder	DownTheRabbitHoleFinal_SoundFile4.wav	662	28	6	4	1	10.860000	15.790000	14.650000	0.426944	0.000409	1.628449	2.112485	2.272201
221.674000	0.144487	word	if	DownTheRabbitHoleFinal_SoundFile4.wav	663	28	7	4	0	14.650000	10.860000	15.790000	0.144487	0.000709	4.276451	3.877076	5.531456
221.786000	0.189587	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	664	28	8	4	0	15.790000	14.650000	11.000000	0.189587	0.000279	1.723908	1.835386	1.763825
221.946000	0.339243	word	shall	DownTheRabbitHoleFinal_SoundFile4.wav	665	28	9	4	0	11.000000	15.790000	10.740000	0.339243	0.000000	3.150307	3.015899	4.026478
222.338000	0.354120	word	fall	DownTheRabbitHoleFinal_SoundFile4.wav	666	28	10	4	1	10.740000	11.000000	12.870000	0.354120	0.000000	0.778504	0.961496	3.439477
222.662000	0.270309	word	right	DownTheRabbitHoleFinal_SoundFile4.wav	667	28	11	4	1	12.870000	10.740000	12.630000	0.270309	0.000000	4.393748	5.757760	3.260576
222.900000	0.557657	word	through	DownTheRabbitHoleFinal_SoundFile4.wav	668	28	12	4	1	12.630000	12.870000	16.960000	0.557657	0.000003	6.451483	5.841667	2.798257
223.428000	0.220750	word	the	DownTheRabbitHoleFinal_SoundFile4.wav	669	28	13	4	0	16.960000	12.630000	11.030000	0.220750	0.017201	5.703020	2.590004	4.422425
223.618000	0.415652	word	earth	DownTheRabbitHoleFinal_SoundFile4.wav	670	28	14	4	1	11.030000	16.960000	13.520000	0.415652	0.014891	0.724267	1.033176	4.548651
224.588000	0.234391	word	How	DownTheRabbitHoleFinal_SoundFile4.wav	671	28	15	4	0	13.520000	11.030000	10.510000	0.234391	0.001891	4.647078	5.986810	3.727772
224.948000	0.318201	word	funny	DownTheRabbitHoleFinal_SoundFile4.wav	672	28	16	4	1	10.510000	13.520000	15.370000	0.318201	0.014011	3.438860	5.612445	3.779420
225.236000	0.150268	word	it	DownTheRabbitHoleFinal_SoundFile4.wav	673	28	17	4	0	15.370000	10.510000	14.350000	0.150268	0.002732	0.664409	3.861476	2.502317
225.354000	0.150896	word	ll	DownTheRabbitHoleFinal_SoundFile4.wav	674	28	18	4	0	14.350000	15.370000	11.710000	0.150896	0.000867	2.022506	2.820747	4.065766
225.474000	0.342147	word	seem	DownTheRabbitHoleFinal_SoundFile4.wav	675	28	19	4	1	11.710000	14.350000	16.350000	0.342147	0.000002	0.778504	0.784335	3.817009
225.786000	0.126636	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	676	28	20	4	0	16.350000	11.710000	12.350000	0.126636	0.000207	4.113643	3.977620	6.151372
225.882000	0.266197	word	come	DownTheRabbitHoleFinal_SoundFile4.wav	677	28	21	4	1	12.350000	16.350000	13.900000	0.266197	0.000777	0.730794	0.680907	2.832366
226.118000	0.188632	word	out	DownTheRabbitHoleFinal_SoundFile4.wav	678	28	22	4	0	13.900000	12.350000	11.010000	0.188632	0.014668	3.573365	4.929868	8.073276
226.274000	0.344127	word	among	DownTheRabbitHoleFinal_SoundFile4.wav	679	28	23	4	1	11.010000	13.900000	16.960000	0.344127	0.000572	1.619197	1.829630	3.021427
226.588000	0.138610	word	the	DownTheRabbitHoleFinal_SoundFile4.wav	680	28	24	4	0	16.960000	11.010000	13.550000	0.138610	0.000166	0.991662	1.305204	4.741702
226.696000	0.545683	word	people	DownTheRabbitHoleFinal_SoundFile4.wav	681	28	25	4	1	13.550000	16.960000	15.480000	0.545683	0.016347	3.690164	3.269878	5.422747
227.210000	0.198474	word	that	DownTheRabbitHoleFinal_SoundFile4.wav	682	28	26	4	0	15.480000	13.550000	10.410000	0.198474	0.000120	7.001229	7.066359	5.374593
227.378000	0.306228	word	walk	DownTheRabbitHoleFinal_SoundFile4.wav	683	28	27	4	1	10.410000	15.480000	14.970000	0.306228	0.005765	2.643683	5.780366	3.262354
227.654000	0.174527	word	with	DownTheRabbitHoleFinal_SoundFile4.wav	684	28	28	4	0	14.970000	10.410000	14.090000	0.174527	0.012342	3.381092	3.459772	2.509438
227.798000	0.198473	word	their	DownTheRabbitHoleFinal_SoundFile4.wav	685	28	29	4	0	14.090000	14.970000	9.790000	0.198473	0.011156	4.688071	3.834627	8.216555
227.964000	0.425956	word	heads	DownTheRabbitHoleFinal_SoundFile4.wav	686	28	30	4	1	9.790000	14.090000	6.490000	0.425956	0.002435	2.040122	3.563772	5.030805
228.360000	0.641466	word	downward	DownTheRabbitHoleFinal_SoundFile4.wav	687	28	31	4	1	6.490000	9.790000	16.960000	0.641466	0.006107	3.689499	3.783183	3.342833
229.654000	0.174660	word	The	DownTheRabbitHoleFinal_SoundFile4.wav	688	28	32	4	0	16.960000	6.490000	4.470000	0.174660	0.001876	3.243178	3.381795	3.283495
229.796000	1.024463	word	Antipathies	DownTheRabbitHoleFinal_SoundFile4.wav	689	28	33	4	1	4.470000	16.960000	15.790000	1.024463	0.000067	4.427698	7.612261	10.739768
230.790000	0.138610	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	690	29	1	4	0	15.790000	4.470000	13.390000	0.138610	0.015911	3.182593	3.356382	2.620013
231.114000	0.593575	word	think	DownTheRabbitHoleFinal_SoundFile4.wav	691	29	2	4	1	13.390000	15.790000	13.100000	0.593575	0.006044	3.381092	2.611953	2.743706
232.498000	0.186693	word	she	DownTheRabbitHoleFinal_SoundFile4.wav	692	29	3	4	0	13.100000	13.390000	14.560000	0.186693	0.000447	2.943026	3.101181	2.468645
232.654000	0.274899	word	was	DownTheRabbitHoleFinal_SoundFile4.wav	693	29	4	4	0	14.560000	13.100000	11.890000	0.274899	0.001661	2.586407	1.788607	1.517750
232.898000	0.378065	word	rather	DownTheRabbitHoleFinal_SoundFile4.wav	694	29	5	4	1	11.890000	14.560000	10.150000	0.378065	0.000729	2.449772	2.307012	3.975167
233.244000	0.294256	word	glad	DownTheRabbitHoleFinal_SoundFile4.wav	695	29	6	4	1	10.150000	11.890000	14.090000	0.294256	0.015858	2.404133	3.345794	4.864913
233.508000	0.162554	word	there	DownTheRabbitHoleFinal_SoundFile4.wav	696	29	7	4	0	14.090000	10.150000	14.560000	0.162554	0.004160	9.001694	8.516788	5.796839
233.640000	0.378065	word	was	DownTheRabbitHoleFinal_SoundFile4.wav	697	29	8	4	0	14.560000	14.090000	13.960000	0.378065	0.003346	1.059177	2.894918	1.455483
233.988000	0.150582	word	no	DownTheRabbitHoleFinal_SoundFile4.wav	698	29	9	4	0	13.960000	14.560000	14.170000	0.150582	0.004548	0.912175	2.176004	4.464722
234.106000	0.231761	word	one	DownTheRabbitHoleFinal_SoundFile4.wav	699	29	10	4	0	14.170000	13.960000	9.830000	0.231761	0.027238	8.597881	8.175454	6.325378
234.308000	0.512396	word	listening	DownTheRabbitHoleFinal_SoundFile4.wav	700	29	11	4	1	9.830000	14.170000	14.990000	0.512396	0.016865	3.965618	1.466735	4.354794
234.790000	0.246364	word	this	DownTheRabbitHoleFinal_SoundFile4.wav	701	29	12	4	0	14.990000	9.830000	13.580000	0.246364	0.014667	4.004883	4.732615	4.621419
235.004000	0.413983	word	time	DownTheRabbitHoleFinal_SoundFile4.wav	702	29	13	4	1	13.580000	14.990000	14.790000	0.413983	0.001900	1.457124	1.206629	3.691182
235.472000	0.169099	word	as	DownTheRabbitHoleFinal_SoundFile4.wav	703	29	14	4	0	14.790000	13.580000	15.370000	0.169099	0.000246	1.877723	2.189063	2.127122
235.610000	0.167983	word	it	DownTheRabbitHoleFinal_SoundFile4.wav	704	29	15	4	0	15.370000	14.790000	12.850000	0.167983	0.001690	2.421403	2.402928	1.297219
235.748000	0.205107	word	did	DownTheRabbitHoleFinal_SoundFile4.wav	705	29	16	4	0	12.850000	15.370000	14.770000	0.205107	0.000066	1.219912	1.362853	1.940460
235.922000	0.143948	word	nt	DownTheRabbitHoleFinal_SoundFile4.wav	706	29	17	4	0	14.770000	12.850000	11.710000	0.143948	0.000001	2.449772	2.417392	3.932456
236.034000	0.414416	word	sound	DownTheRabbitHoleFinal_SoundFile4.wav	707	29	18	4	1	11.710000	14.770000	14.500000	0.414416	0.000000	3.319244	2.952622	2.502408
236.418000	0.129136	word	at	DownTheRabbitHoleFinal_SoundFile4.wav	708	29	19	4	0	14.500000	11.710000	14.350000	0.129136	0.005317	3.391024	2.462849	3.755141
236.516000	0.279350	word	all	DownTheRabbitHoleFinal_SoundFile4.wav	709	29	20	4	0	14.350000	14.500000	16.960000	0.279350	0.016158	1.679514	1.362916	4.414745
236.764000	0.150582	word	the	DownTheRabbitHoleFinal_SoundFile4.wav	710	29	21	4	0	16.960000	14.350000	12.870000	0.150582	0.016077	7.353121	8.276414	4.585209
236.884000	0.270310	word	right	DownTheRabbitHoleFinal_SoundFile4.wav	711	29	22	4	1	12.870000	16.960000	11.840000	0.270310	0.011528	1.368086	3.214866	4.371995
237.160000	0.354120	word	word	DownTheRabbitHoleFinal_SoundFile4.wav	712	29	23	4	1	11.840000	12.870000	14.570000	0.354120	0.001893	0.515633	0.614304	3.647296
238.716000	0.095164	word	but	DownTheRabbitHoleFinal_SoundFile4.wav	713	29	24	4	0	14.570000	11.840000	15.790000	0.095164	0.000002	3.281191	2.946163	8.729577
238.780000	0.196131	word	I	DownTheRabbitHoleFinal_SoundFile4.wav	714	29	25	4	0	15.790000	14.570000	11.000000	0.196131	0.000022	2.817732	2.667933	1.647509
238.946000	0.232287	word	shall	DownTheRabbitHoleFinal_SoundFile4.wav	715	29	26	4	0	11.000000	15.790000	14.920000	0.232287	0.006936	2.650537	2.851621	4.457061
239.148000	0.198473	word	have	DownTheRabbitHoleFinal_SoundFile4.wav	716	29	27	4	0	14.920000	11.000000	16.350000	0.198473	0.008767	0.778504	0.671545	2.864923
239.316000	0.169360	word	to	DownTheRabbitHoleFinal_SoundFile4.wav	717	29	28	4	0	16.350000	14.920000	11.840000	0.169360	0.002855	4.113643	3.935534	4.524343
