onset	duration	trial_type	word	stim_file	word_index	sentence_id	position_in_sentence	segment	is_lexical	log_freq	log_freq_prev	log_freq_next	word_length	sound_power	ngram_surprisal	rnn_surprisal	cfg_surprisal
15.662000	0.212777	word	what	DownTheRabbitHoleFinal_SoundFile1.wav	45	2	23	1	0	14.100000	16.190000	15.680000	0.212777	0.000000	7.307112	6.171358	4.561623
15.830000	0.162148	word	s	DownTheRabbitHoleFinal_SoundFile1.wav	46	2	24	1	0	15.680000	14.100000	16.960000	0.162148	0.000000	0.779052	4.874016	3.825143
15.946000	0.226160	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	47	2	25	1	0	16.960000	15.680000	13.430000	0.226160	0.000000	1.955639	2.458620	4.111168
16.126000	0.365519	word	use	DownTheRabbitHoleFinal_SoundFile1.wav	48	2	26	1	1	13.430000	16.960000	16.210000	0.365519	0.000000	0.941321	1.202240	3.651082
16.446000	0.141782	word	of	DownTheRabbitHoleFinal_SoundFile1.wav	49	2	27	1	0	16.210000	13.430000	16.180000	0.141782	0.000000	1.877723	2.010192	2.155842
16.542000	0.257802	word	a	DownTheRabbitHoleFinal_SoundFile1.wav	50	2	28	1	0	16.180000	16.210000	12.160000	0.257802	0.000000	1.551038	1.511374	3.783791
16.754000	0.442679	word	book	DownTheRabbitHoleFinal_SoundFile1.wav	51	2	29	1	1	12.160000	16.180000	12.070000	0.442679	0.000000	0.824340	0.849273	3.239261
17.150000	0.462419	word	thought	DownTheRabbitHoleFinal_SoundFile1.wav	52	3	1	1	1	12.070000	12.160000	8.650000	0.462419	0.000000	6.377570	6.929198	3.414765
17.566000	0.431012	word	Alice	DownTheRabbitHoleFinal_SoundFile1.wav	53	3	2	1	1	8.650000	12.070000	12.450000	0.431012	0.000000	5.814072	5.095413	3.441558
17.952000	0.381427	word	without	DownTheRabbitHoleFinal_SoundFile1.wav	54	3	3	1	0	12.450000	8.650000	10.460000	0.381427	0.000000	1.795419	3.325289	2.282073
18.286000	0.587502	word	pictures	DownTheRabbitHoleFinal_SoundFile1.wav	55	3	4	1	1	10.460000	12.450000	14.780000	0.587502	0.000000	6.167259	4.999121	4.737181
18.828000	0.203505	word	or	DownTheRabbitHoleFinal_SoundFile1.wav	56	3	5	1	0	14.780000	10.460000	8.440000	0.203505	0.000000	2.389715	3.287261	8.682440
18.986000	1.055197	word	conversation	DownTheRabbitHoleFinal_SoundFile1.wav	57	3	6	1	1	8.440000	14.780000	14.050000	1.055197	0.000000	1.987503	5.828036	4.534490
21.246000	0.241422	word	So	DownTheRabbitHoleFinal_SoundFile1.wav	58	4	1	1	0	14.050000	8.440000	13.100000	0.241422	0.000000	3.941534	4.799170	4.244906
21.440000	0.250173	word	she	DownTheRabbitHoleFinal_SoundFile1.wav	59	4	2	1	0	13.100000	14.050000	14.560000	0.250173	0.000000	1.407434	1.558386	0.329808
21.646000	0.294019	word	was	DownTheRabbitHoleFinal_SoundFile1.wav	60	4	3	1	0	14.560000	13.100000	10.290000	0.294019	0.000000	1.219912	1.380405	1.287041
21.894000	0.800286	word	considering	DownTheRabbitHoleFinal_SoundFile1.wav	61	4	4	1	1	10.290000	14.560000	15.900000	0.800286	0.012323	3.802445	3.806686	5.501232
22.648000	0.141782	word	in	DownTheRabbitHoleFinal_SoundFile1.wav	62	4	5	1	0	15.900000	10.290000	13.300000	0.141782	0.000170	1.933425	2.078577	5.023746
22.744000	0.291434	word	her	DownTheRabbitHoleFinal_SoundFile1.wav	63	4	6	1	0	13.300000	15.900000	12.560000	0.291434	0.012918	3.099475	3.789882	7.629038
22.988000	0.279478	word	own	DownTheRabbitHoleFinal_SoundFile1.wav	64	4	7	1	0	12.560000	13.300000	11.780000	0.279478	0.001760	3.476232	3.984619	4.586452
23.222000	0.417156	word	mind	DownTheRabbitHoleFinal_SoundFile1.wav	65	4	8	1	1	11.780000	12.560000	14.790000	0.417156	0.006060	0.601837	0.801817	4.315030
23.884000	0.293987	word	as	DownTheRabbitHoleFinal_SoundFile1.wav	66	4	9	1	0	14.790000	11.780000	13.220000	0.293987	0.014015	4.209647	4.585672	3.150811
24.132000	0.274187	word	well	DownTheRabbitHoleFinal_SoundFile1.wav	67	4	10	1	0	13.220000	14.790000	14.790000	0.274187	0.001558	2.948975	2.922925	3.602697
24.360000	0.141078	word	as	DownTheRabbitHoleFinal_SoundFile1.wav	68	4	11	1	n/a	14.790000	13.220000	13.100000	0.141078	0.006255	1.917284	3.041963	3.504291
24.456000	0.237564	word	she	DownTheRabbitHoleFinal_SoundFile1.wav	69	4	12	1	0	13.100000	14.790000	13.210000	0.237564	0.005864	1.663449	1.841941	2.019423
24.646000	0.500966	word	could	DownTheRabbitHoleFinal_SoundFile1.wav	70	4	13	1	0	13.210000	13.100000	15.420000	0.500966	0.000053	3.150307	3.084354	4.069020
25.102000	0.177263	word	for	DownTheRabbitHoleFinal_SoundFile1.wav	71	4	14	1	0	15.420000	13.210000	16.960000	0.177263	0.015868	5.974886	5.128348	3.160379
25.234000	0.130248	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	72	4	15	1	0	16.960000	15.420000	10.850000	0.130248	0.008186	1.602774	1.447128	4.748859
25.318000	0.345319	word	hot	DownTheRabbitHoleFinal_SoundFile1.wav	73	4	16	1	1	10.850000	16.960000	12.380000	0.345319	0.020678	2.414520	2.499491	4.457873
25.616000	0.309402	word	day	DownTheRabbitHoleFinal_SoundFile1.wav	74	4	17	1	1	12.380000	10.850000	12.510000	0.309402	0.001269	0.515633	0.805001	4.138033
25.880000	0.249537	word	made	DownTheRabbitHoleFinal_SoundFile1.wav	75	4	18	1	1	12.510000	12.380000	13.300000	0.249537	0.003544	3.256945	3.275196	1.604565
26.084000	0.164633	word	her	DownTheRabbitHoleFinal_SoundFile1.wav	76	4	19	1	0	13.300000	12.510000	12.000000	0.164633	0.001698	4.967213	4.034877	1.999611
26.202000	0.298524	word	feel	DownTheRabbitHoleFinal_SoundFile1.wav	77	4	20	1	1	12.000000	13.300000	13.280000	0.298524	0.008225	3.667342	2.578881	2.379691
26.454000	0.369265	word	very	DownTheRabbitHoleFinal_SoundFile1.wav	78	4	21	1	1	13.280000	12.000000	7.090000	0.369265	0.000013	2.290951	2.322471	3.710821
26.778000	0.528141	word	sleepy	DownTheRabbitHoleFinal_SoundFile1.wav	79	4	22	1	1	7.090000	13.280000	16.190000	0.528141	0.001098	3.112952	3.599543	4.837428
27.260000	0.185605	word	and	DownTheRabbitHoleFinal_SoundFile1.wav	80	4	23	1	0	16.190000	7.090000	10.720000	0.185605	0.005671	3.085978	4.279476	8.852300
27.400000	0.657451	word	stupid	DownTheRabbitHoleFinal_SoundFile1.wav	81	4	24	1	1	10.720000	16.190000	11.630000	0.657451	0.000012	2.290951	4.606051	4.842486
28.598000	0.309401	word	whether	DownTheRabbitHoleFinal_SoundFile1.wav	82	4	25	1	0	11.630000	10.720000	16.960000	0.309401	0.000001	2.130728	3.196766	2.452164
28.862000	0.217849	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	83	4	26	1	0	16.960000	11.630000	9.730000	0.217849	0.000003	2.050686	1.677213	4.673726
29.034000	0.508709	word	pleasure	DownTheRabbitHoleFinal_SoundFile1.wav	84	4	27	1	1	9.730000	16.960000	16.210000	0.508709	0.002649	0.824340	0.805339	4.322545
29.496000	0.153755	word	of	DownTheRabbitHoleFinal_SoundFile1.wav	85	4	28	1	0	16.210000	9.730000	11.690000	0.153755	0.009104	1.877723	2.130645	2.129905
29.604000	0.417157	word	making	DownTheRabbitHoleFinal_SoundFile1.wav	86	4	29	1	1	11.690000	16.210000	16.180000	0.417157	0.003573	4.029100	4.565502	3.664783
29.974000	0.166563	word	a	DownTheRabbitHoleFinal_SoundFile1.wav	87	4	30	1	0	16.180000	11.690000	7.190000	0.166563	0.000003	2.975448	2.839602	4.427021
30.096000	0.488158	word	daisy	DownTheRabbitHoleFinal_SoundFile1.wav	88	4	31	1	1	7.190000	16.180000	10.060000	0.488158	0.008146	0.824566	1.111767	4.382480
30.538000	0.417156	word	chain	DownTheRabbitHoleFinal_SoundFile1.wav	89	4	32	1	1	10.060000	7.190000	14.060000	0.417156	0.001066	0.000000	0.000000	0.000000
31.016000	0.225592	word	would	DownTheRabbitHoleFinal_SoundFile1.wav	90	4	33	1	0	14.060000	10.060000	14.950000	0.225592	0.001893	6.470684	6.883959	4.352429
31.196000	0.177701	word	be	DownTheRabbitHoleFinal_SoundFile1.wav	91	4	34	1	0	14.950000	14.060000	11.310000	0.177701	0.006054	0.345397	0.901643	2.819021
31.328000	0.309401	word	worth	DownTheRabbitHoleFinal_SoundFile1.wav	92	4	35	1	1	11.310000	14.950000	16.960000	0.309401	0.000066	4.393748	4.958744	4.900642
31.592000	0.132941	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	93	4	36	1	0	16.960000	11.310000	10.810000	0.132941	0.001742	4.576786	5.037035	4.682054
31.678000	0.451580	word	trouble	DownTheRabbitHoleFinal_SoundFile1.wav	94	4	37	1	1	10.810000	16.960000	16.210000	0.451580	0.000669	2.060336	0.799793	4.419826
32.084000	0.140146	word	of	DownTheRabbitHoleFinal_SoundFile1.wav	95	4	38	1	0	16.210000	10.810000	11.990000	0.140146	0.000553	1.877723	2.020470	2.133733
32.178000	0.428028	word	getting	DownTheRabbitHoleFinal_SoundFile1.wav	96	4	39	1	1	11.990000	16.210000	13.740000	0.428028	0.000001	4.029100	4.490911	3.613912
32.560000	0.226693	word	up	DownTheRabbitHoleFinal_SoundFile1.wav	97	4	40	1	0	13.740000	11.990000	16.190000	0.226693	0.000118	3.975451	5.431393	6.522897
32.740000	0.201625	word	and	DownTheRabbitHoleFinal_SoundFile1.wav	98	4	41	1	0	16.190000	13.740000	9.070000	0.201625	0.000495	3.416470	3.586288	8.646740
32.896000	0.381259	word	picking	DownTheRabbitHoleFinal_SoundFile1.wav	99	4	42	1	1	9.070000	16.190000	16.960000	0.381259	0.003424	3.001442	5.318147	3.406075
33.232000	0.120575	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	100	4	43	1	0	16.960000	9.070000	5.700000	0.120575	0.000058	4.467827	3.227608	4.455573
33.306000	0.713738	word	daisies	DownTheRabbitHoleFinal_SoundFile1.wav	101	4	44	1	1	5.700000	16.960000	13.760000	0.713738	0.013625	3.384214	3.911704	5.412210
34.552000	0.248374	word	when	DownTheRabbitHoleFinal_SoundFile1.wav	102	5	1	1	0	13.760000	5.700000	9.960000	0.248374	0.000744	7.001229	6.544628	4.739400
34.754000	0.773628	word	suddenly	DownTheRabbitHoleFinal_SoundFile1.wav	103	5	2	1	1	9.960000	13.760000	16.180000	0.773628	0.000919	3.866525	3.245332	2.959804
35.794000	0.162207	word	a	DownTheRabbitHoleFinal_SoundFile1.wav	104	5	3	1	0	16.180000	9.960000	11.920000	0.162207	0.003898	2.117347	4.568717	3.424117
35.910000	0.420678	word	White	DownTheRabbitHoleFinal_SoundFile1.wav	105	5	4	1	1	11.920000	16.180000	8.660000	0.420678	0.002664	2.782802	2.349302	4.229337
36.284000	0.453074	word	Rabbit	DownTheRabbitHoleFinal_SoundFile1.wav	106	5	5	1	1	8.660000	11.920000	14.970000	0.453074	0.017017	1.836020	2.644749	3.976291
36.692000	0.213619	word	with	DownTheRabbitHoleFinal_SoundFile1.wav	107	5	6	1	0	14.970000	8.660000	9.480000	0.213619	0.000084	3.776235	4.286461	2.092482
36.860000	0.417157	word	pink	DownTheRabbitHoleFinal_SoundFile1.wav	108	5	7	1	1	9.480000	14.970000	10.970000	0.417157	0.016330	4.384214	4.839913	4.347872
37.230000	0.479968	word	eyes	DownTheRabbitHoleFinal_SoundFile1.wav	109	5	8	1	1	10.970000	9.480000	10.340000	0.479968	0.000000	1.957499	3.064293	4.784666
37.664000	0.258562	word	ran	DownTheRabbitHoleFinal_SoundFile1.wav	110	5	9	1	1	10.340000	10.970000	11.350000	0.258562	0.000102	2.989370	3.411266	1.663687
37.876000	0.453075	word	close	DownTheRabbitHoleFinal_SoundFile1.wav	111	5	10	1	1	11.350000	10.340000	14.400000	0.453075	0.000722	4.985251	5.915149	3.825186
38.284000	0.249538	word	by	DownTheRabbitHoleFinal_SoundFile1.wav	112	5	11	1	0	14.400000	11.350000	0.000000	0.249538	0.000114	1.693323	1.622397	2.209190
38.488000	0.369265	word	her	DownTheRabbitHoleFinal_SoundFile1.wav	113	6	1	1	n/a	0.000000	14.400000	14.090000	0.369265	0.014636	2.421403	2.224637	2.073008
40.188000	0.209756	word	There	DownTheRabbitHoleFinal_SoundFile1.wav	114	6	2	1	0	14.090000	0.000000	14.560000	0.209756	0.000000	5.762549	7.546626	4.195579
40.352000	0.217482	word	was	DownTheRabbitHoleFinal_SoundFile1.wav	115	6	3	1	0	14.560000	14.090000	11.990000	0.217482	0.000000	0.908335	2.037751	1.357460
40.522000	0.417156	word	nothing	DownTheRabbitHoleFinal_SoundFile1.wav	116	6	4	1	1	11.990000	14.560000	14.050000	0.417156	0.000000	2.748676	6.075585	5.016872
40.894000	0.339511	word	so	DownTheRabbitHoleFinal_SoundFile1.wav	117	6	5	1	0	14.050000	11.990000	13.280000	0.339511	0.000001	2.586407	3.759912	3.026537
41.188000	0.626503	word	very	DownTheRabbitHoleFinal_SoundFile1.wav	118	6	6	1	1	13.280000	14.050000	8.360000	0.626503	0.000001	4.756337	3.650990	5.685544
41.768000	0.770245	word	remarkable	DownTheRabbitHoleFinal_SoundFile1.wav	119	6	7	1	1	8.360000	13.280000	14.500000	0.770245	0.017236	5.803176	3.805982	4.472070
42.492000	0.207741	word	in	DownTheRabbitHoleFinal_SoundFile1.wav	120	6	8	1	0	14.500000	8.360000	15.480000	0.207741	0.017309	6.301897	3.499712	2.574680
42.654000	0.417157	word	that	DownTheRabbitHoleFinal_SoundFile1.wav	121	6	9	1	0	15.480000	14.500000	10.910000	0.417157	0.009940	2.050686	1.673096	4.836630
43.540000	0.268011	word	nor	DownTheRabbitHoleFinal_SoundFile1.wav	122	6	10	1	0	10.910000	15.480000	12.850000	0.268011	0.000374	7.130718	7.074213	8.686561
43.762000	0.207118	word	did	DownTheRabbitHoleFinal_SoundFile1.wav	123	6	11	1	0	12.850000	10.910000	8.650000	0.207118	0.000001	4.059164	3.071186	1.490111
43.924000	0.453075	word	Alice	DownTheRabbitHoleFinal_SoundFile1.wav	124	6	12	1	1	8.650000	12.850000	13.390000	0.453075	0.000129	7.053085	4.156209	3.758673
44.330000	0.237564	word	think	DownTheRabbitHoleFinal_SoundFile1.wav	125	6	13	1	1	13.390000	8.650000	15.370000	0.237564	0.008504	8.451483	6.927150	1.988552
44.522000	0.144036	word	it	DownTheRabbitHoleFinal_SoundFile1.wav	126	6	14	1	0	15.370000	13.390000	14.050000	0.144036	0.000513	2.133621	3.096919	2.021177
44.620000	0.278676	word	so	DownTheRabbitHoleFinal_SoundFile1.wav	127	6	15	1	0	14.050000	15.370000	13.280000	0.278676	0.003805	3.388034	3.688866	2.972325
44.852000	0.385765	word	very	DownTheRabbitHoleFinal_SoundFile1.wav	128	6	16	1	1	13.280000	14.050000	13.090000	0.385765	0.015229	3.084859	3.903636	5.697356
45.192000	0.357326	word	much	DownTheRabbitHoleFinal_SoundFile1.wav	129	6	17	1	1	13.090000	13.280000	13.900000	0.357326	0.007761	4.943959	4.416631	3.293938
45.504000	0.215907	word	out	DownTheRabbitHoleFinal_SoundFile1.wav	130	6	18	1	0	13.900000	13.090000	16.210000	0.215907	0.013603	2.615553	3.214540	3.163648
45.674000	0.151433	word	of	DownTheRabbitHoleFinal_SoundFile1.wav	131	6	19	1	0	16.210000	13.900000	16.960000	0.151433	0.000659	5.826463	5.467454	2.521791
45.778000	0.141783	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	132	6	20	1	0	16.960000	16.210000	13.100000	0.141783	0.018301	1.281550	1.417497	4.935627
45.874000	0.357292	word	way	DownTheRabbitHoleFinal_SoundFile1.wav	133	6	21	1	1	13.100000	16.960000	16.350000	0.357292	0.008151	0.824340	0.843843	4.276262
46.186000	0.211716	word	to	DownTheRabbitHoleFinal_SoundFile1.wav	134	6	22	1	0	16.350000	13.100000	11.410000	0.211716	0.001670	5.333189	5.549177	3.083298
46.352000	0.215522	word	hear	DownTheRabbitHoleFinal_SoundFile1.wav	135	6	23	1	1	11.410000	16.350000	16.960000	0.215522	0.009785	0.661957	0.809293	2.394488
46.522000	0.153755	word	the	DownTheRabbitHoleFinal_SoundFile1.wav	136	6	24	1	0	16.960000	11.410000	8.660000	0.153755	0.006948	2.592977	2.578886	4.536655
46.628000	0.394242	word	Rabbit	DownTheRabbitHoleFinal_SoundFile1.wav	137	6	25	1	1	8.660000	16.960000	12.790000	0.394242	0.008491	4.344849	2.750996	4.040952
46.978000	0.284425	word	say	DownTheRabbitHoleFinal_SoundFile1.wav	138	6	26	1	1	12.790000	8.660000	16.350000	0.284425	0.008252	7.536890	7.621711	2.296682
47.216000	0.238976	word	to	DownTheRabbitHoleFinal_SoundFile1.wav	139	6	27	1	0	16.350000	12.790000	11.240000	0.238976	0.005305	5.146630	4.841788	4.131802
47.408000	0.607310	word	itself	DownTheRabbitHoleFinal_SoundFile1.wav	140	6	28	1	0	11.240000	16.350000	11.640000	0.607310	0.001040	3.171368	3.121322	2.030221
48.524000	0.175865	word	Oh	DownTheRabbitHoleFinal_SoundFile1.wav	141	6	29	1	0	11.640000	11.240000	10.290000	0.175865	0.000002	7.566987	8.866031	6.970479
48.654000	0.426805	word	dear	DownTheRabbitHoleFinal_SoundFile1.wav	142	6	30	1	1	10.290000	11.640000	11.640000	0.426805	0.017203	1.059177	7.752421	1.599687
49.370000	0.165728	word	Oh	DownTheRabbitHoleFinal_SoundFile1.wav	143	6	31	1	0	11.640000	10.290000	10.290000	0.165728	0.016817	4.669435	7.290447	3.846226
49.490000	0.381238	word	dear	DownTheRabbitHoleFinal_SoundFile1.wav	144	6	32	1	1	10.290000	11.640000	15.790000	0.381238	0.018238	3.860678	5.480384	3.547641
50.026000	0.110858	word	I	DownTheRabbitHoleFinal_SoundFile1.wav	145	6	33	1	0	15.790000	10.290000	11.000000	0.110858	0.023727	2.088240	1.780255	0.720338
50.092000	0.247245	word	shall	DownTheRabbitHoleFinal_SoundFile1.wav	146	6	34	1	0	11.000000	15.790000	14.950000	0.247245	0.001387	2.392818	2.767143	3.988893
50.292000	0.190789	word	be	DownTheRabbitHoleFinal_SoundFile1.wav	147	6	35	1	0	14.950000	11.000000	12.870000	0.190789	0.012924	0.778504	0.715590	4.316376
50.438000	0.439986	word	late	DownTheRabbitHoleFinal_SoundFile1.wav	149	6	36	1	1	10.920000	12.870000	13.760000	0.439986	0.002708	4.393748	4.913621	5.285720
51.780000	0.166125	word	when	DownTheRabbitHoleFinal_SoundFile1.wav	150	6	37	1	0	13.760000	10.920000	13.100000	0.166125	0.000655	4.647078	5.915991	3.727772
51.900000	0.226428	word	she	DownTheRabbitHoleFinal_SoundFile1.wav	151	6	38	1	0	13.100000	13.760000	12.070000	0.226428	0.012053	1.500249	1.863895	1.598795
52.080000	0.287334	word	thought	DownTheRabbitHoleFinal_SoundFile1.wav	152	6	39	1	1	12.070000	13.100000	15.370000	0.287334	0.021723	1.138946	1.263919	1.311500
52.322000	0.168290	word	it	DownTheRabbitHoleFinal_SoundFile1.wav	153	6	40	1	0	15.370000	12.070000	13.020000	0.168290	0.016463	3.521044	4.006159	1.621285
52.444000	0.372976	word	over	DownTheRabbitHoleFinal_SoundFile1.wav	154	6	41	1	0	13.020000	15.370000	8.920000	0.372976	0.018549	4.197854	6.383994	5.740431
52.770000	0.716476	word	afterwards	DownTheRabbitHoleFinal_SoundFile1.wav	155	6	42	1	1	8.920000	13.020000	15.370000	0.716476	0.002197	3.749626	2.863357	2.907085
53.442000	0.141783	word	it	DownTheRabbitHoleFinal_SoundFile1.wav	156	6	43	1	0	15.370000	8.920000	9.388000	0.141783	0.019087	4.643690	3.864535	3.011331
