onset	duration	trial_type	word	stim_file	word_index	sentence_id	position_in_sentence	segment	is_lexical	log_freq	log_freq_prev	log_freq_next	sound_power	ngram_surprisal	rnn_surprisal	cfg_surprisal
411.602	0.421606	word	Alice	DownTheRabbitHoleFinal_SoundFile6.wav	1039	44	12	6	1	8.65	11.66	13.87	0.0019136	2.791519158	4.300612119	3.267799134
412.02	0.170177	word	like	DownTheRabbitHoleFinal_SoundFile6.wav	1040	44	13	6	0	13.87	8.65	16.96	0.0024632	3.306298423	2.857689982	2.33368222
412.188	0.110313	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1041	44	14	6	0	16.96	13.87	10.07	0.00071469	1.132687788	1.418446746	4.682099627
412.296	0.445551	word	wind	DownTheRabbitHoleFinal_SoundFile6.wav	1042	44	15	6	0	10.07	16.96	16.19	9.84e-07	0.824339779	0.817637793	4.486096808
412.798	0.18215	word	and	DownTheRabbitHoleFinal_SoundFile6.wav	1043	44	16	6	0	16.19	10.07	14.56	0.003951	3.148749339	2.814944281	8.57185521
412.978	0.26596	word	was	DownTheRabbitHoleFinal_SoundFile6.wav	1044	44	17	6	0	14.56	16.19	13.84	0.0040654	2.410557122	2.774219463	1.487599406
413.242	0.365309	word	just	DownTheRabbitHoleFinal_SoundFile6.wav	1045	44	18	6	0	13.84	14.56	15.9	0.014827	3.088904805	3.175988794	3.808174962
413.604	0.118718	word	in	DownTheRabbitHoleFinal_SoundFile6.wav	1046	44	19	6	0	15.9	13.84	13.58	0.0094574	3.319243977	2.722186697	3.413621736
413.72	0.265959	word	time	DownTheRabbitHoleFinal_SoundFile6.wav	1047	44	20	6	1	13.58	15.9	16.35	0.0021824	3.645284576	4.14288923	3.307356764
413.984	0.110314	word	to	DownTheRabbitHoleFinal_SoundFile6.wav	1048	44	21	6	0	16.35	13.58	11.41	0.0043732	4.141912826	4.876861666	3.279876511
414.092	0.227338	word	hear	DownTheRabbitHoleFinal_SoundFile6.wav	1049	44	22	6	1	11.41	16.35	15.37	0.0018713	0.66195729	1.006802739	1.988475461
414.316	0.148934	word	it	DownTheRabbitHoleFinal_SoundFile6.wav	1050	44	23	6	0	15.37	11.41	12.79	0.0057224	2.653519621	2.25418882	1.675855892
414.462	0.396634	word	say	DownTheRabbitHoleFinal_SoundFile6.wav	1051	44	24	6	1	12.79	15.37	14.79	0.00078955	3.513570127	5.006094333	1.941108629
414.856	0.162726	word	as	DownTheRabbitHoleFinal_SoundFile6.wav	1052	44	25	6	0	14.79	12.79	15.37	0.00092195	2.603478096	2.88029536	4.287666272
415.018	0.11879	word	it	DownTheRabbitHoleFinal_SoundFile6.wav	1053	44	26	6	0	15.37	14.79	10.84	0.00019503	1.897106628	2.04634337	1.327402171
415.134	0.288909	word	turned	DownTheRabbitHoleFinal_SoundFile6.wav	1054	44	27	6	1	10.84	15.37	16.96	9.99e-07	1.219911654	1.823074486	1.35498188
415.42	0.075391	word	a	DownTheRabbitHoleFinal_SoundFile6.wav	1055	44	28	6	0	16.96	10.84	10.05	1.01e-06	2.991921114	2.634999406	4.320212506
415.492	0.505415	word	corner	DownTheRabbitHoleFinal_SoundFile6.wav	1056	44	29	6	1	10.05	16.96	11.64	6.51e-07	1.504428152	1.373952601	4.708995136
416.426	0.248248	word	Oh	DownTheRabbitHoleFinal_SoundFile6.wav	1057	45	1	6	0	11.64	10.05	14.39	0.0093393	9.171544497	8.301319649	6.816747249
416.672	0.175916	word	my	DownTheRabbitHoleFinal_SoundFile6.wav	1058	45	2	6	0	14.39	11.64	9.41	0.0088685	3.381091634	5.447140885	6.733580646
416.846	0.28373	word	ears	DownTheRabbitHoleFinal_SoundFile6.wav	1059	45	3	6	1	9.41	14.39	16.19	8.94e-06	3.05917687	2.912031591	5.668043897
417.126	0.140434	word	and	DownTheRabbitHoleFinal_SoundFile6.wav	1060	45	4	6	0	16.19	9.41	6.08	0.00029455	2.158984186	3.064448043	8.595104637
417.264	0.457524	word	whiskers	DownTheRabbitHoleFinal_SoundFile6.wav	1061	45	5	6	1	6.08	16.19	13.52	8.27e-06	1.987502935	5.67355322	5.430111685
417.876	0.134259	word	how	DownTheRabbitHoleFinal_SoundFile6.wav	1062	45	6	6	0	13.52	6.08	10.92	0.0004169	6.188453067	6.833725721	4.862131385
418.006	0.260104	word	late	DownTheRabbitHoleFinal_SoundFile6.wav	1063	45	7	6	1	10.92	13.52	15.37	0.00063804	3.866524987	5.022647795	4.18360306
418.264	0.126818	word	it	DownTheRabbitHoleFinal_SoundFile6.wav	1064	45	8	6	0	15.37	10.92	15.68	0.011288	0.664408872	3.850407435	2.072286643
418.388	0.127157	word	s	DownTheRabbitHoleFinal_SoundFile6.wav	1065	45	9	6	0	15.68	15.37	11.99	0.00015433	3.969172565	4.036775432	2.892787582
418.514	0.413849	word	getting	DownTheRabbitHoleFinal_SoundFile6.wav	1066	45	10	6	1	11.99	15.68	13.1	2.79e-05	4.756336646	4.533769283	3.66746682
419.444	0.206096	word	She	DownTheRabbitHoleFinal_SoundFile6.wav	1067	45	11	6	0	13.1	11.99	14.56	0.0016728	2.088240405	1.864978051	0.720338115
419.648	0.170177	word	was	DownTheRabbitHoleFinal_SoundFile6.wav	1068	45	12	6	0	14.56	13.1	11.35	0.007316	1.76246556	1.618144227	1.357621163
419.814	0.337796	word	close	DownTheRabbitHoleFinal_SoundFile6.wav	1069	45	13	6	1	11.35	14.56	11.08	0.001838	5.069926658	5.367512586	6.327571314
420.15	0.419122	word	behind	DownTheRabbitHoleFinal_SoundFile6.wav	1070	45	14	6	0	11.08	11.35	15.37	2.69e-07	3.743314674	2.634416299	2.803124496
420.566	0.136742	word	it	DownTheRabbitHoleFinal_SoundFile6.wav	1071	45	15	6	0	15.37	11.08	13.76	4.13e-07	1.520170769	2.305673124	2.271309098
420.7	0.122286	word	when	DownTheRabbitHoleFinal_SoundFile6.wav	1072	45	16	6	0	13.76	15.37	13.1	3.07e-07	10.31657989	7.494263833	4.895289345
420.82	0.194123	word	she	DownTheRabbitHoleFinal_SoundFile6.wav	1073	45	17	6	0	13.1	13.76	10.84	5.12e-07	0.701883543	2.66744306	0.763332393
421.012	0.301877	word	turned	DownTheRabbitHoleFinal_SoundFile6.wav	1074	45	18	6	1	10.84	13.1	16.96	5.09e-07	1.138946301	1.591797405	1.309481319
421.312	0.074395	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1075	45	19	6	0	16.96	10.84	10.05	8.52e-07	2.991921114	2.621498054	4.706075161
421.384	0.457524	word	corner	DownTheRabbitHoleFinal_SoundFile6.wav	1076	45	20	6	1	10.05	16.96	14.57	0.00026912	1.504428152	1.530350083	4.508202287
422.15	0.146231	word	but	DownTheRabbitHoleFinal_SoundFile6.wav	1077	45	21	6	0	14.57	10.05	16.96	0.016094	3.148749339	3.094938131	8.624889848
422.294	0.110313	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1078	45	22	6	0	16.96	14.57	8.66	0.003195	2.668866929	2.954049938	4.853734861
422.4	0.373715	word	Rabbit	DownTheRabbitHoleFinal_SoundFile6.wav	1079	45	23	6	1	8.66	16.96	14.56	0.0092802	2.79076508	2.570260089	3.463479982
422.772	0.230041	word	was	DownTheRabbitHoleFinal_SoundFile6.wav	1080	45	24	6	0	14.56	8.66	13.96	0.009932	2.142999068	1.85161354	1.975114053
423	0.230041	word	no	DownTheRabbitHoleFinal_SoundFile6.wav	1081	45	25	6	0	13.96	14.56	11.2	0.010522	2.188017837	2.934216835	3.93556588
423.226	0.325823	word	longer	DownTheRabbitHoleFinal_SoundFile6.wav	1082	45	26	6	1	11.2	13.96	16.35	0.013978	2.471248748	2.625556915	3.392011644
423.55	0.170177	word	to	DownTheRabbitHoleFinal_SoundFile6.wav	1083	45	27	6	0	16.35	11.2	14.95	0.0016988	4.561140151	5.037278464	4.409786685
423.718	0.143881	word	be	DownTheRabbitHoleFinal_SoundFile6.wav	1084	45	28	6	0	14.95	16.35	11.99	1.61e-05	0.912174879	0.602093321	2.442804674
423.86	0.48382	word	seen	DownTheRabbitHoleFinal_SoundFile6.wav	1085	45	29	6	1	11.99	14.95	13.1	9.84e-07	4.5348637	5.412884067	3.835407451
424.808	0.242014	word	she	DownTheRabbitHoleFinal_SoundFile6.wav	1086	46	1	6	0	13.1	11.99	12.21	1.1e-05	3.668006564	3.360381367	1.652308106
425.046	0.301877	word	found	DownTheRabbitHoleFinal_SoundFile6.wav	1087	46	2	6	1	12.21	13.1	9.88	0.0141	4.39856499	2.074921892	1.832360109
425.346	0.505415	word	herself	DownTheRabbitHoleFinal_SoundFile6.wav	1088	46	3	6	0	9.88	12.21	15.9	0.0050912	3.521044465	4.045892212	1.942366031
425.85	0.122286	word	in	DownTheRabbitHoleFinal_SoundFile6.wav	1089	46	4	6	0	15.9	9.88	16.18	0.021279	3.197840793	3.868742631	2.279928056
425.968	0.063114	word	a	DownTheRabbitHoleFinal_SoundFile6.wav	1090	46	5	6	0	16.18	15.9	12.52	0.012052	1.412377524	1.57658228	4.936284899
426.03	0.492751	word	long	DownTheRabbitHoleFinal_SoundFile6.wav	1091	46	6	6	1	12.52	16.18	11.36	0.0038602	2.414520182	2.327831474	4.336809375
426.52	0.409632	word	low	DownTheRabbitHoleFinal_SoundFile6.wav	1092	46	7	6	1	11.36	12.52	10.42	0.0085426	3.237331874	3.750307586	4.19699543
426.926	0.421606	word	hall	DownTheRabbitHoleFinal_SoundFile6.wav	1093	46	8	6	1	10.42	11.36	13.8	0.0010549	0.705457938	0.919849081	4.093803802
427.346	0.325823	word	which	DownTheRabbitHoleFinal_SoundFile6.wav	1094	46	9	6	0	13.8	10.42	14.56	0.0063591	5.463409041	7.267981558	5.475753011
427.668	0.194123	word	was	DownTheRabbitHoleFinal_SoundFile6.wav	1095	46	10	6	0	14.56	13.8	8.59	0.0009854	0.551639379	2.408817484	2.338203768
427.86	0.242014	word	lit	DownTheRabbitHoleFinal_SoundFile6.wav	1096	46	11	6	1	8.59	14.56	13.74	0.00023528	2.393761454	4.562200581	3.391845049
428.1	0.230041	word	up	DownTheRabbitHoleFinal_SoundFile6.wav	1097	46	12	6	0	13.74	8.59	14.4	2.79e-05	3.6081122	5.028197423	6.549518805
428.484	0.194123	word	by	DownTheRabbitHoleFinal_SoundFile6.wav	1098	46	13	6	0	14.4	13.74	16.18	8.74e-06	1.379955506	1.58290628	2.35577238
428.674	0.110313	word	a	DownTheRabbitHoleFinal_SoundFile6.wav	1099	46	14	6	0	16.18	14.4	9.55	1.84e-06	0.991661975	1.296986255	4.608087162
428.782	0.277932	word	row	DownTheRabbitHoleFinal_SoundFile6.wav	1100	46	15	6	1	9.55	16.18	16.21	0.023858	0.824339779	0.832101041	3.830289932
429.058	0.09834	word	of	DownTheRabbitHoleFinal_SoundFile6.wav	1101	46	16	6	0	16.21	9.55	7.37	0.013872	1.877723178	2.023558406	2.136382968
429.154	0.433579	word	lamps	DownTheRabbitHoleFinal_SoundFile6.wav	1102	46	17	6	1	7.37	16.21	9.29	3.77e-05	4.173471143	4.219080528	4.147421859
429.584	0.301877	word	hanging	DownTheRabbitHoleFinal_SoundFile6.wav	1103	46	18	6	1	9.29	7.37	14.45	0.026468	5.271135843	5.949389592	3.909483821
429.884	0.218069	word	from	DownTheRabbitHoleFinal_SoundFile6.wav	1104	46	19	6	0	14.45	9.29	16.96	0.0072219	1.74659671	2.342912413	3.352199979
430.1	0.134258	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1105	46	20	6	0	16.96	14.45	8.64	0.017499	1.241494221	1.304710144	4.089165065
430.232	0.433579	word	roof	DownTheRabbitHoleFinal_SoundFile6.wav	1106	46	21	6	1	8.64	16.96	14.09	0.00015173	0.824339779	0.841841278	3.435014994
431.404	0.182149	word	There	DownTheRabbitHoleFinal_SoundFile6.wav	1107	47	1	6	0	14.09	8.64	13.41	0.01343	5.762548666	7.612393236	4.195579027
431.584	0.122286	word	were	DownTheRabbitHoleFinal_SoundFile6.wav	1108	47	2	6	0	13.41	14.09	9.43	0.010833	0.908334731	1.622370422	1.357460372
431.704	0.493443	word	doors	DownTheRabbitHoleFinal_SoundFile6.wav	1109	47	3	6	1	9.43	13.41	14.35	2.14e-05	6.613759521	7.41781137	5.872649082
432.194	0.186642	word	all	DownTheRabbitHoleFinal_SoundFile6.wav	1110	47	4	6	0	14.35	9.43	10.76	0.021802	4.381091649	3.671143687	5.274084509
432.378	0.333304	word	around	DownTheRabbitHoleFinal_SoundFile6.wav	1111	47	5	6	1	10.76	14.35	16.96	0.02705	6.013387457	8.211072054	2.551275372
432.71	0.074394	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1112	47	6	6	0	16.96	10.76	10.42	0.010946	2.228645018	3.418451682	4.932654662
432.782	0.385688	word	hall	DownTheRabbitHoleFinal_SoundFile6.wav	1113	47	7	6	1	10.42	16.96	14.57	6.61e-05	1.528691515	0.908790369	4.601341051
433.68	0.170177	word	but	DownTheRabbitHoleFinal_SoundFile6.wav	1114	48	1	6	0	14.57	10.42	14.3	0.0069071	3.148749339	2.934419086	8.644419438
433.846	0.182149	word	they	DownTheRabbitHoleFinal_SoundFile6.wav	1115	48	2	6	0	14.3	14.57	13.41	0.0029196	2.817732493	2.669136366	2.486716528
434.026	0.150631	word	were	DownTheRabbitHoleFinal_SoundFile6.wav	1116	48	3	6	0	13.41	14.3	14.35	8.42e-05	0.980686324	1.312165769	1.618022635
434.174	0.237615	word	all	DownTheRabbitHoleFinal_SoundFile6.wav	1117	48	4	6	0	14.35	13.41	9.27	9.2e-07	2.449772483	2.221303867	3.623344965
434.41	0.505415	word	locked	DownTheRabbitHoleFinal_SoundFile6.wav	1118	48	5	6	1	9.27	14.35	16.19	1.01e-06	2.74808827	5.075314244	3.218661558
435.308	0.131403	word	and	DownTheRabbitHoleFinal_SoundFile6.wav	1119	48	6	6	0	16.19	9.27	13.76	0.0044301	7.518619515	4.677545706	9.26743129
435.436	0.208951	word	when	DownTheRabbitHoleFinal_SoundFile6.wav	1120	48	7	6	0	13.76	16.19	8.65	0.0019443	4.518619472	6.208813326	4.69078825
435.642	0.364605	word	Alice	DownTheRabbitHoleFinal_SoundFile6.wav	1121	48	8	6	1	8.65	13.76	13.53	4.03e-07	5.644155149	4.844215957	2.309274146
436.004	0.095477	word	had	DownTheRabbitHoleFinal_SoundFile6.wav	1122	48	9	6	0	13.53	8.65	13.51	0.022262	2.643683392	2.048928803	1.309517937
436.098	0.156384	word	been	DownTheRabbitHoleFinal_SoundFile6.wav	1123	48	10	6	0	13.51	13.53	14.35	0.0016828	4.553665813	4.608904169	3.455448057
436.252	0.255807	word	all	DownTheRabbitHoleFinal_SoundFile6.wav	1124	48	11	6	0	14.35	13.51	16.96	0.011569	6.709763243	8.217851278	6.658705212
436.504	0.086367	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1125	48	12	6	0	16.96	14.35	13.1	0.012004	0.001443418	1.726518723	4.132655619
436.588	0.158205	word	way	DownTheRabbitHoleFinal_SoundFile6.wav	1126	48	13	6	1	13.1	16.96	12.59	0.013267	1.063727883	1.142449211	4.093029225
436.744	0.289904	word	down	DownTheRabbitHoleFinal_SoundFile6.wav	1127	48	14	6	0	12.59	13.1	14.17	0.0043874	1.877723178	1.960449651	2.16896758
437.032	0.230041	word	one	DownTheRabbitHoleFinal_SoundFile6.wav	1128	48	15	6	1	14.17	12.59	11.63	6.31e-06	5.836428347	6.385556776	5.194632475
437.26	0.397661	word	side	DownTheRabbitHoleFinal_SoundFile6.wav	1129	48	16	6	1	11.63	14.17	16.19	0.0030186	0.904145779	2.154124388	3.3535658
437.654	0.083914	word	and	DownTheRabbitHoleFinal_SoundFile6.wav	1130	48	17	6	0	16.19	11.63	13.74	0.0026332	2.62593433	2.90888986	8.725829853
437.736	0.17263	word	up	DownTheRabbitHoleFinal_SoundFile6.wav	1131	48	18	6	0	13.74	16.19	16.96	0.00014697	3.387104324	3.285551224	3.733988042
437.966	0.151397	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1132	48	19	6	0	16.96	13.74	13.71	0.0016169	3.842739982	4.508141405	4.057854138
438.114	0.296712	word	other	DownTheRabbitHoleFinal_SoundFile6.wav	1133	48	20	6	1	13.71	16.96	11.98	1.77e-05	2.259239975	2.429629793	4.438641691
438.408	0.433579	word	trying	DownTheRabbitHoleFinal_SoundFile6.wav	1134	48	21	6	1	11.98	13.71	12.35	4.63e-06	6.485267343	7.086086359	3.785906651
438.84	0.361741	word	every	DownTheRabbitHoleFinal_SoundFile6.wav	1135	48	22	6	0	12.35	11.98	10.89	0.00098919	4.381091649	3.337225885	4.097663557
439.198	0.409633	word	door	DownTheRabbitHoleFinal_SoundFile6.wav	1136	48	23	6	1	10.89	12.35	13.1	4.08e-07	0.82456567	0.990671949	3.889346566
440.132	0.206095	word	she	DownTheRabbitHoleFinal_SoundFile6.wav	1137	48	24	6	0	13.1	10.89	9.61	3.84e-07	3.719363572	4.110140358	1.546435331
440.336	0.313851	word	walked	DownTheRabbitHoleFinal_SoundFile6.wav	1138	48	25	6	1	9.61	13.1	8.49	0.0026432	1.107378018	1.285887729	1.873502428
440.648	0.565279	word	sadly	DownTheRabbitHoleFinal_SoundFile6.wav	1139	48	26	6	1	8.49	9.61	12.59	0.017059	2.449772483	2.251890347	3.856590609
441.21	0.289905	word	down	DownTheRabbitHoleFinal_SoundFile6.wav	1140	48	27	6	0	12.59	8.49	16.96	0.015495	3.319243977	2.870507746	3.24959837
441.498	0.074395	word	the	DownTheRabbitHoleFinal_SoundFile6.wav	1141	48	28	6	0	16.96	12.59	10.72	0.021233	1.5749095	1.267321198	3.822473162
441.57	0.445551	word	middle	DownTheRabbitHoleFinal_SoundFile6.wav	1142	48	29	6	1	10.72	16.96	10.64	0.014172	0.824339779	0.77849049	4.168380382
442.432	0.553307	word	wondering	DownTheRabbitHoleFinal_SoundFile6.wav	1143	48	30	6	1	10.64	10.72	13.52	0.00070316	5.423379808	5.775705992	3.643946991
442.982	0.194122	word	how	DownTheRabbitHoleFinal_SoundFile6.wav	1144	48	31	6	0	13.52	10.64	13.1	0.0019264	6.892070657	6.743285726	5.092964882
443.174	0.18215	word	she	DownTheRabbitHoleFinal_SoundFile6.wav	1145	48	32	6	0	13.1	13.52	14.56	1.57e-06	1.602773833	2.290093522	0.736754241
443.354	0.242014	word	was	DownTheRabbitHoleFinal_SoundFile6.wav	1146	48	33	6	0	14.56	13.1	12.07	4.48e-06	1.138946301	1.625813216	1.31061848
443.616	0.277933	word	ever	DownTheRabbitHoleFinal_SoundFile6.wav	1147	48	34	6	0	12.07	14.56	16.35	7.44e-06	2.449772483	2.336878614	3.653511138
443.892	0.170177	word	to	DownTheRabbitHoleFinal_SoundFile6.wav	1148	48	35	6	0	16.35	12.07	13.79	0.01544	4.863568485	4.559977718	4.231079035
444.06	0.170177	word	get	DownTheRabbitHoleFinal_SoundFile6.wav	1149	48	36	6	1	13.79	16.35	13.9	0.019462	0.912174879	0.754968362	2.419176729
444.228	0.230041	word	out	DownTheRabbitHoleFinal_SoundFile6.wav	1150	48	37	6	0	13.9	13.79	12.43	0.0067974	3.573364832	4.930969919	7.038463474
444.454	0.433578	word	again	DownTheRabbitHoleFinal_SoundFile6.wav	1151	48	38	6	1	12.43	13.9	9.96	1.85e-05	3.307251817	4.023043423	3.321168377
445.324	0.54093	word	Suddenly	DownTheRabbitHoleFinal_SoundFile7.wav	1152	49	1	7	1	9.96	12.43	13.1	3.97e-09	3.875029123	3.956552907	2.937781698
445.916	0.18759	word	she	DownTheRabbitHoleFinal_SoundFile7.wav	1153	49	2	7	0	13.1	9.96	11.65	3.47e-09	1.510457451	3.052331629	0.876986993
446.156	0.223508	word	came	DownTheRabbitHoleFinal_SoundFile7.wav	1154	49	3	7	1	11.65	13.1	11.27	3.54e-09	1.450426889	1.47481912	1.29799908
446.432	0.30492	word	upon	DownTheRabbitHoleFinal_SoundFile7.wav	1155	49	4	7	0	11.27	11.65	16.18	3.93e-09	3.166598059	3.46152334	5.374027733
446.788	0.106178	word	a	DownTheRabbitHoleFinal_SoundFile7.wav	1156	49	5	7	0	16.18	11.27	12.57	3.95e-09	1.255200496	1.189138697	4.000030529
447.042	0.331264	word	little	DownTheRabbitHoleFinal_SoundFile7.wav	1157	49	6	7	1	12.57	16.18	12.01	3.94e-09	2.414520182	2.318792417	4.661477548
447.484	0.199562	word	three	DownTheRabbitHoleFinal_SoundFile7.wav	1158	49	7	7	1	12.01	12.57	6.22	3.83e-09	3.237331874	3.86846783	4.429236227
447.736	0.319291	word	legged	DownTheRabbitHoleFinal_SoundFile7.wav	1159	49	8	7	1	6.22	12.01	10.93	4e-09	0	0	0
448.108	0.498882	word	table	DownTheRabbitHoleFinal_SoundFile7.wav	1160	49	9	7	1	10.93	6.22	14.35	3.64e-09	0.705457938	0.904924479	4.42271376
448.994	0.151671	word	all	DownTheRabbitHoleFinal_SoundFile7.wav	1161	49	10	7	0	14.35	10.93	12.51	4.28e-09	4.519981462	4.898038454	4.953844265
449.198	0.199563	word	made	DownTheRabbitHoleFinal_SoundFile7.wav	1162	49	11	7	1	12.51	14.35	16.21	4.02e-09	4.631133176	4.344700641	1.796818064
449.448	0.031944	word	of	DownTheRabbitHoleFinal_SoundFile7.wav	1163	49	12	7	0	16.21	12.51	10.1	3.54e-09	3.116921946	3.172801687	3.15448884
449.532	0.427045	word	solid	DownTheRabbitHoleFinal_SoundFile7.wav	1164	49	13	7	1	10.1	16.21	9.94	3.91e-09	4.785702491	4.840807744	4.442331494
450.012	0.570719	word	glass	DownTheRabbitHoleFinal_SoundFile7.wav	1165	49	14	7	1	9.94	10.1	14.09	3.93e-09	1.90091688	1.460312231	4.137798372
451.244	0.079835	word	there	DownTheRabbitHoleFinal_SoundFile7.wav	1166	49	15	7	0	14.09	9.94	14.56	3.77e-09	10.22157275	8.301346956	5.723196691
451.376	0.115753	word	was	DownTheRabbitHoleFinal_SoundFile7.wav	1167	49	16	7	0	14.56	14.09	11.99	3.85e-09	1.380380713	2.121982484	1.941603047
451.544	0.343236	word	nothing	DownTheRabbitHoleFinal_SoundFile7.wav	1168	49	17	7	1	11.99	14.56	15.08	3.68e-09	2.748676251	5.986903172	4.068191429
451.938	0.186614	word	on	DownTheRabbitHoleFinal_SoundFile7.wav	1169	49	18	7	0	15.08	11.99	15.37	3.72e-09	1.693322949	1.674361406	2.241662612
452.178	0.176593	word	it	DownTheRabbitHoleFinal_SoundFile7.wav	1170	49	19	7	0	15.37	15.08	14.57	3.64e-09	2.421403217	2.204789495	2.125177383
452.406	0.254289	word	except	DownTheRabbitHoleFinal_SoundFile7.wav	1171	49	20	7	0	14.57	15.37	16.18	3.25e-09	4.049363909	4.273872467	2.135074154
452.712	0.041204	word	a	DownTheRabbitHoleFinal_SoundFile7.wav	1172	49	21	7	0	16.18	14.57	9.67	3.76e-09	1.412377524	1.705390425	4.065472284
452.806	0.375031	word	tiny	DownTheRabbitHoleFinal_SoundFile7.wav	1173	49	22	7	1	9.67	16.18	9.77	3.79e-09	2.414520182	2.429001127	4.387725101
453.232	0.391128	word	golden	DownTheRabbitHoleFinal_SoundFile7.wav	1174	49	23	7	1	9.77	9.67	11.47	3.65e-09	3.237331874	3.774458326	4.290545962
453.674	0.343236	word	key	DownTheRabbitHoleFinal_SoundFile7.wav	1175	49	24	7	1	11.47	9.77	16.19	3.75e-09	0.705457938	0.913224656	3.629771877
454.572	0.151671	word	and	DownTheRabbitHoleFinal_SoundFile7.wav	1176	49	25	7	0	16.19	11.47	12.9180065	3.68e-09	3.281191291	2.898376492	8.762646642
454.776	0.474937	word	Alice's	DownTheRabbitHoleFinal_SoundFile7.wav	1177	49	26	7	1	12.9180065	16.19	13.16	3.85e-09	5.171378343	4.024135187	3.164976606
455.304	0.4031	word	first	DownTheRabbitHoleFinal_SoundFile7.wav	1178	49	27	7	1	13.16	12.9180065	11.8	3.51e-09	2.767554769	3.578577376	4.378211421
455.758	0.295345	word	thought	DownTheRabbitHoleFinal_SoundFile7.wav	1179	49	28	7	1	11.8	13.16	14.56	4.06e-09	2.228645018	1.410330612	3.385573293
456.344	0.091807	word	was	DownTheRabbitHoleFinal_SoundFile7.wav	1180	49	29	7	0	14.56	11.8	15.48	3.91e-09	3.256944538	3.478327681	2.040561882
456.488	0.121401	word	that	DownTheRabbitHoleFinal_SoundFile7.wav	1181	49	30	7	0	15.48	14.56	14.99	3.58e-09	2.967229223	3.139238467	3.421880033
456.662	0.074187	word	it	DownTheRabbitHoleFinal_SoundFile7.wav	1182	49	31	7	0	14.99	15.48	12.53	4.11e-09	2.633710964	2.452095056	1.211311974
456.788	0.199562	word	might	DownTheRabbitHoleFinal_SoundFile7.wav	1183	49	32	7	1	12.53	14.99	9.6	3.75e-09	3.150307324	3.161453688	4.650847789
457.04	0.343236	word	belong	DownTheRabbitHoleFinal_SoundFile7.wav	1184	49	33	7	1	9.6	12.53	16.35	3.6e-09	0.778503815	0.963573837	3.541773009
457.434	0.115753	word	to	DownTheRabbitHoleFinal_SoundFile7.wav	1185	49	34	7	0	16.35	9.6	14.17	3.51e-09	4.113643218	4.04897113	4.888539905
457.602	0.115753	word	one	DownTheRabbitHoleFinal_SoundFile7.wav	1186	49	35	7	1	14.17	16.35	16.21	3.95e-09	5.620968091	7.917771357	4.981896457
457.77	0.043917	word	of	DownTheRabbitHoleFinal_SoundFile7.wav	1187	49	36	7	0	16.21	14.17	16.96	3.89e-09	0.631119831	2.647103923	2.196634368
457.866	0.019971	word	the	DownTheRabbitHoleFinal_SoundFile7.wav	1188	49	37	7	0	16.96	16.21	9.43	3.96e-09	0.432076543	1.622984983	3.908769843
457.938	0.307317	word	doors	DownTheRabbitHoleFinal_SoundFile7.wav	1189	49	38	7	1	9.43	16.96	16.21	4.02e-09	3.690163824	3.242902452	4.118176426
458.296	0.043917	word	of	DownTheRabbitHoleFinal_SoundFile7.wav	1190	49	39	7	0	16.21	9.43	16.96	3.7e-09	1.966677768	2.610203433	2.146729883
458.392	0.043699	word	the	DownTheRabbitHoleFinal_SoundFile7.wav	1191	49	40	7	0	16.96	16.21	10.42	3.77e-09	1.565345669	1.580150663	3.678236305
458.488	0.343453	word	hall	DownTheRabbitHoleFinal_SoundFile7.wav	1192	49	41	7	1	10.42	16.96	14.57	3.38e-09	0.824339779	0.832403578	3.200808729
459.9	0.079726	word	but	DownTheRabbitHoleFinal_SoundFile7.wav	1193	50	1	7	0	14.57	10.42	8.38	3.63e-09	3.148749339	2.813810936	8.769514164
460.032	0.522936	word	alas	DownTheRabbitHoleFinal_SoundFile7.wav	1194	50	2	7	0	8.38	14.57	12.17	3.85e-09	4.881872309	4.980943419	4.575067491
460.608	0.293213	word	either	DownTheRabbitHoleFinal_SoundFile7.wav	1195	50	3	7	0	12.17	8.38	16.96	3.27e-09	3.875029123	4.029976163	2.937781698
460.952	0.058021	word	the	DownTheRabbitHoleFinal_SoundFile7.wav	1196	50	4	7	0	16.96	12.17	8.79	3.5e-09	2.795860918	4.396279218	3.428154171
461.062	0.415073	word	locks	DownTheRabbitHoleFinal_SoundFile7.wav	1197	50	5	7	1	8.79	16.96	13.41	3.53e-09	4.642029101	4.515188304	5.386513555
461.53	0.08557	word	were	DownTheRabbitHoleFinal_SoundFile7.wav	1198	50	6	7	0	13.41	8.79	12.87	3.77e-09	2.774032528	2.607874642	1.600841745
461.666	0.157909	word	too	DownTheRabbitHoleFinal_SoundFile7.wav	1199	50	7	7	1	12.87	13.41	11.81	4.23e-09	2.191266683	2.998962787	4.435729007
461.876	0.315457	word	large	DownTheRabbitHoleFinal_SoundFile7.wav	1200	50	8	7	1	11.81	12.87	14.78	3.8e-09	2.404132513	3.371157064	4.985880127
